data_apuracao,dezenas_sorteadas,numero_concurso
23/04/2008,"[37, 17, 15, 50, 48, 59]",963
26/04/2008,"[42, 13, 33, 20, 8, 26]",964
30/04/2008,"[36, 39, 57, 58, 5, 30]",965
03/05/2008,"[1, 58, 26, 28, 4, 41]",966
07/05/2008,"[18, 14, 57, 30, 13, 5]",967
10/05/2008,"[30, 4, 13, 60, 51, 1]",968
14/05/2008,"[56, 35, 50, 13, 41, 25]",969
17/05/2008,"[57, 34, 5, 54, 28, 21]",970
21/05/2008,"[4, 14, 33, 44, 11, 45]",971
24/05/2008,"[33, 18, 15, 56, 31, 34]",972
28/05/2008,"[53, 36, 8, 30, 1, 47]",973
31/05/2008,"[45, 20, 38, 31, 16, 12]",974
04/06/2008,"[33, 9, 37, 40, 41, 30]",975
07/06/2008,"[28, 53, 38, 23, 14, 25]",976
11/06/2008,"[17, 3, 9, 32, 7, 5]",977
14/06/2008,"[42, 58, 12, 18, 16, 27]",978
18/06/2008,"[28, 3, 39, 51, 31, 15]",979
21/06/2008,"[35, 17, 59, 15, 36, 29]",980
25/06/2008,"[8, 41, 53, 1, 58, 34]",981
28/06/2008,"[12, 24, 8, 40, 43, 49]",982
02/07/2008,"[38, 45, 40, 16, 32, 22]",983
05/07/2008,"[46, 20, 4, 43, 47, 10]",984
09/07/2008,"[4, 56, 18, 59, 46, 16]",985
12/07/2008,"[32, 6, 31, 24, 15, 19]",986
16/07/2008,"[47, 27, 13, 31, 34, 58]",987
19/07/2008,"[48, 17, 46, 56, 60, 8]",988
23/07/2008,"[38, 21, 27, 2, 29, 32]",989
26/07/2008,"[29, 18, 2, 15, 10, 39]",990
30/07/2008,"[8, 38, 60, 41, 15, 9]",991
02/08/2008,"[6, 8, 4, 1, 25, 28]",992
06/08/2008,"[26, 25, 42, 60, 5, 24]",993
09/08/2008,"[44, 40, 58, 29, 3, 20]",994
13/08/2008,"[4, 54, 55, 36, 16, 31]",995
16/08/2008,"[21, 23, 20, 7, 29, 15]",996
20/08/2008,"[18, 53, 55, 32, 9, 17]",997
23/08/2008,"[28, 21, 4, 32, 3, 22]",998
27/08/2008,"[44, 36, 55, 58, 18, 24]",999
30/08/2008,"[49, 58, 53, 39, 38, 29]",1000
03/09/2008,"[15, 37, 27, 12, 60, 51]",1001
06/09/2008,"[3, 31, 7, 25, 40, 58]",1002
10/09/2008,"[10, 27, 23, 5, 16, 26]",1003
13/09/2008,"[45, 47, 29, 40, 44, 43]",1004
17/09/2008,"[6, 41, 4, 37, 12, 42]",1005
20/09/2008,"[48, 17, 4, 33, 55, 2]",1006
24/09/2008,"[49, 27, 4, 36, 52, 37]",1007
27/09/2008,"[7, 15, 42, 48, 34, 13]",1008
01/10/2008,"[34, 12, 1, 6, 58, 29]",1009
04/10/2008,"[2, 46, 3, 37, 13, 54]",1010
08/10/2008,"[30, 2, 52, 21, 11, 35]",1011
11/10/2008,"[47, 19, 58, 14, 40, 55]",1012
15/10/2008,"[7, 9, 20, 41, 12, 19]",1013
18/10/2008,"[60, 57, 9, 25, 8, 41]",1014
22/10/2008,"[49, 8, 28, 3, 26, 17]",1015
25/10/2008,"[11, 9, 25, 5, 60, 20]",1016
29/10/2008,"[31, 51, 19, 6, 56, 34]",1017
01/11/2008,"[55, 51, 58, 9, 44, 24]",1018
05/11/2008,"[29, 47, 4, 13, 46, 23]",1019
08/11/2008,"[19, 32, 52, 1, 2, 39]",1020
12/11/2008,"[42, 55, 51, 43, 2, 33]",1021
16/11/2008,"[31, 21, 40, 39, 56, 5]",1022
19/11/2008,"[45, 40, 2, 7, 18, 8]",1023
22/11/2008,"[28, 53, 18, 39, 22, 29]",1024
26/11/2008,"[52, 40, 29, 27, 28, 10]",1025
29/11/2008,"[10, 33, 51, 53, 6, 17]",1026
03/12/2008,"[20, 18, 47, 44, 60, 33]",1027
06/12/2008,"[54, 26, 34, 51, 20, 52]",1028
10/12/2008,"[17, 5, 16, 24, 20, 32]",1029
13/12/2008,"[57, 8, 54, 1, 23, 37]",1030
17/12/2008,"[49, 33, 24, 40, 46, 43]",1031
20/12/2008,"[57, 43, 15, 29, 26, 16]",1032
24/12/2008,"[39, 6, 5, 33, 54, 17]",1033
27/12/2008,"[20, 42, 1, 3, 49, 18]",1034
31/12/2008,"[51, 60, 1, 11, 59, 26]",1035
03/01/2009,"[27, 39, 36, 10, 41, 52]",1036
07/01/2009,"[56, 36, 4, 44, 46, 53]",1037
10/01/2009,"[51, 7, 6, 28, 35, 43]",1038
14/01/2009,"[52, 2, 20, 27, 36, 24]",1039
17/01/2009,"[44, 1, 28, 55, 6, 39]",1040
21/01/2009,"[12, 10, 36, 54, 44, 57]",1041
24/01/2009,"[25, 46, 51, 18, 13, 30]",1042
28/01/2009,"[25, 14, 51, 48, 60, 21]",1043
31/01/2009,"[58, 10, 39, 11, 13, 35]",1044
04/02/2009,"[31, 6, 5, 17, 50, 1]",1045
07/02/2009,"[57, 40, 28, 42, 54, 55]",1046
11/02/2009,"[1, 2, 10, 48, 14, 8]",1047
14/02/2009,"[57, 3, 38, 21, 28, 16]",1048
18/02/2009,"[34, 17, 52, 5, 2, 29]",1049
21/02/2009,"[60, 14, 45, 24, 33, 26]",1050
25/02/2009,"[57, 11, 7, 43, 10, 13]",1051
28/02/2009,"[8, 11, 16, 15, 57, 52]",1052
04/03/2009,"[15, 42, 27, 53, 34, 49]",1053
07/03/2009,"[41, 27, 13, 60, 14, 18]",1054
11/03/2009,"[27, 32, 15, 12, 20, 16]",1055
14/03/2009,"[38, 8, 50, 53, 59, 6]",1056
18/03/2009,"[15, 49, 59, 4, 3, 2]",1057
21/03/2009,"[20, 51, 57, 45, 24, 18]",1058
25/03/2009,"[37, 1, 14, 45, 12, 16]",1059
28/03/2009,"[1, 41, 3, 18, 16, 42]",1060
01/04/2009,"[9, 41, 56, 23, 21, 30]",1061
04/04/2009,"[55, 8, 2, 37, 23, 33]",1062
08/04/2009,"[49, 1, 22, 47, 44, 50]",1063
11/04/2009,"[28, 4, 19, 16, 49, 29]",1064
15/04/2009,"[7, 57, 19, 43, 39, 30]",1065
18/04/2009,"[10, 43, 49, 32, 25, 6]",1066
22/04/2009,"[14, 10, 56, 25, 4, 28]",1067
25/04/2009,"[44, 48, 25, 57, 27, 47]",1068
29/04/2009,"[28, 17, 49, 53, 45, 9]",1069
02/05/2009,"[41, 53, 8, 23, 5, 16]",1070
06/05/2009,"[5, 37, 43, 7, 53, 54]",1071
09/05/2009,"[19, 18, 54, 47, 43, 9]",1072
13/05/2009,"[44, 36, 32, 8, 34, 25]",1073
16/05/2009,"[3, 47, 10, 50, 29, 23]",1074
20/05/2009,"[53, 39, 16, 21, 10, 12]",1075
23/05/2009,"[32, 33, 10, 19, 42, 4]",1076
27/05/2009,"[11, 6, 18, 5, 37, 9]",1077
30/05/2009,"[3, 6, 45, 34, 41, 43]",1078
03/06/2009,"[36, 12, 37, 24, 5, 28]",1079
06/06/2009,"[56, 11, 20, 41, 34, 18]",1080
10/06/2009,"[9, 56, 29, 52, 16, 24]",1081
13/06/2009,"[4, 40, 50, 17, 55, 38]",1082
17/06/2009,"[20, 28, 42, 23, 10, 43]",1083
20/06/2009,"[20, 5, 29, 59, 40, 33]",1084
24/06/2009,"[39, 50, 21, 12, 40, 55]",1085
27/06/2009,"[45, 4, 6, 23, 10, 2]",1086
01/07/2009,"[36, 46, 28, 32, 3, 20]",1087
04/07/2009,"[24, 42, 35, 31, 6, 57]",1088
08/07/2009,"[37, 48, 32, 2, 18, 20]",1089
11/07/2009,"[24, 9, 40, 20, 36, 42]",1090
15/07/2009,"[27, 56, 17, 24, 49, 23]",1091
18/07/2009,"[40, 30, 1, 9, 33, 34]",1092
22/07/2009,"[27, 49, 38, 23, 41, 19]",1093
25/07/2009,"[10, 9, 48, 36, 41, 21]",1094
29/07/2009,"[27, 23, 36, 10, 21, 16]",1095
01/08/2009,"[3, 41, 52, 14, 13, 16]",1096
05/08/2009,"[21, 48, 33, 1, 56, 17]",1097
08/08/2009,"[30, 20, 21, 11, 50, 52]",1098
12/08/2009,"[55, 44, 38, 35, 14, 31]",1099
15/08/2009,"[41, 33, 17, 18, 7, 42]",1100
19/08/2009,"[7, 12, 57, 6, 24, 10]",1101
22/08/2009,"[46, 23, 9, 35, 11, 51]",1102
26/08/2009,"[41, 19, 10, 28, 55, 56]",1103
29/08/2009,"[3, 35, 58, 49, 2, 6]",1104
02/09/2009,"[43, 1, 50, 28, 57, 15]",1105
05/09/2009,"[4, 15, 50, 60, 43, 47]",1106
09/09/2009,"[36, 20, 54, 9, 3, 53]",1107
12/09/2009,"[60, 44, 7, 39, 43, 9]",1108
16/09/2009,"[11, 52, 14, 6, 29, 8]",1109
19/09/2009,"[26, 45, 6, 28, 42, 14]",1110
23/09/2009,"[4, 43, 25, 9, 33, 32]",1111
26/09/2009,"[4, 34, 52, 32, 58, 43]",1112
30/09/2009,"[47, 36, 29, 59, 3, 6]",1113
03/10/2009,"[16, 3, 22, 54, 25, 15]",1114
07/10/2009,"[44, 41, 18, 50, 37, 30]",1115
10/10/2009,"[17, 20, 4, 47, 9, 13]",1116
14/10/2009,"[27, 35, 40, 1, 6, 17]",1117
17/10/2009,"[55, 44, 8, 20, 43, 21]",1118
21/10/2009,"[44, 54, 41, 45, 34, 10]",1119
24/10/2009,"[50, 55, 7, 35, 44, 40]",1120
28/10/2009,"[18, 4, 59, 54, 56, 17]",1121
31/10/2009,"[49, 44, 56, 26, 46, 55]",1122
04/11/2009,"[19, 4, 39, 14, 45, 60]",1123
07/11/2009,"[49, 11, 7, 18, 16, 33]",1124
11/11/2009,"[7, 42, 56, 29, 33, 3]",1125
14/11/2009,"[59, 31, 57, 4, 52, 42]",1126
18/11/2009,"[24, 8, 14, 5, 29, 30]",1127
21/11/2009,"[60, 8, 39, 52, 24, 16]",1128
25/11/2009,"[47, 19, 17, 12, 32, 55]",1129
28/11/2009,"[23, 49, 32, 54, 18, 5]",1130
02/12/2009,"[49, 34, 36, 1, 16, 8]",1131
05/12/2009,"[52, 30, 27, 12, 55, 33]",1132
09/12/2009,"[16, 5, 58, 39, 10, 21]",1133
12/12/2009,"[29, 36, 56, 22, 9, 51]",1134
16/12/2009,"[5, 4, 19, 39, 6, 23]",1135
19/12/2009,"[7, 31, 32, 37, 43, 34]",1136
22/12/2009,"[21, 28, 19, 25, 50, 43]",1137
24/12/2009,"[4, 25, 18, 15, 36, 2]",1138
26/12/2009,"[36, 42, 37, 9, 28, 31]",1139
31/12/2009,"[49, 58, 40, 46, 10, 27]",1140
02/01/2010,"[40, 9, 37, 58, 50, 60]",1141
06/01/2010,"[28, 31, 15, 58, 3, 26]",1142
09/01/2010,"[35, 47, 60, 44, 30, 3]",1143
13/01/2010,"[19, 10, 49, 18, 1, 44]",1144
16/01/2010,"[19, 3, 60, 33, 24, 16]",1145
20/01/2010,"[10, 34, 53, 33, 28, 6]",1146
23/01/2010,"[23, 39, 52, 31, 6, 33]",1147
27/01/2010,"[48, 32, 29, 55, 27, 28]",1148
30/01/2010,"[46, 54, 8, 36, 7, 23]",1149
03/02/2010,"[28, 17, 35, 52, 31, 15]",1150
06/02/2010,"[1, 25, 4, 14, 21, 51]",1151
10/02/2010,"[47, 36, 44, 29, 20, 14]",1152
13/02/2010,"[55, 46, 34, 17, 19, 6]",1153
17/02/2010,"[4, 14, 21, 26, 12, 28]",1154
20/02/2010,"[28, 58, 41, 40, 51, 20]",1155
24/02/2010,"[31, 49, 44, 24, 9, 48]",1156
27/02/2010,"[46, 9, 43, 41, 49, 29]",1157
03/03/2010,"[23, 31, 60, 55, 30, 54]",1158
06/03/2010,"[53, 46, 5, 6, 34, 55]",1159
10/03/2010,"[40, 5, 3, 48, 1, 18]",1160
13/03/2010,"[48, 47, 7, 4, 42, 51]",1161
17/03/2010,"[31, 25, 18, 41, 22, 30]",1162
20/03/2010,"[5, 51, 31, 53, 47, 17]",1163
24/03/2010,"[17, 6, 14, 40, 49, 26]",1164
27/03/2010,"[20, 52, 60, 42, 54, 40]",1165
31/03/2010,"[35, 28, 54, 30, 22, 31]",1166
03/04/2010,"[43, 28, 56, 20, 52, 51]",1167
07/04/2010,"[47, 20, 4, 56, 53, 5]",1168
10/04/2010,"[14, 1, 11, 23, 42, 48]",1169
14/04/2010,"[46, 11, 27, 34, 49, 13]",1170
17/04/2010,"[41, 3, 10, 30, 57, 13]",1171
20/04/2010,"[28, 52, 6, 43, 12, 56]",1172
24/04/2010,"[7, 25, 24, 36, 5, 47]",1173
28/04/2010,"[7, 52, 6, 51, 47, 39]",1174
30/04/2010,"[2, 3, 12, 37, 47, 16]",1175
05/05/2010,"[21, 11, 49, 14, 33, 30]",1176
08/05/2010,"[33, 52, 55, 47, 38, 50]",1177
12/05/2010,"[1, 53, 22, 50, 45, 30]",1178
15/05/2010,"[59, 28, 47, 60, 22, 5]",1179
19/05/2010,"[60, 12, 34, 30, 44, 57]",1180
22/05/2010,"[44, 18, 45, 31, 26, 20]",1181
26/05/2010,"[52, 29, 56, 60, 2, 4]",1182
29/05/2010,"[12, 5, 10, 20, 29, 37]",1183
02/06/2010,"[4, 23, 27, 28, 9, 30]",1184
05/06/2010,"[54, 10, 2, 43, 21, 35]",1185
09/06/2010,"[41, 12, 15, 7, 13, 8]",1186
12/06/2010,"[8, 49, 43, 17, 40, 19]",1187
16/06/2010,"[60, 52, 59, 9, 44, 20]",1188
19/06/2010,"[50, 21, 14, 35, 31, 27]",1189
23/06/2010,"[11, 53, 56, 37, 10, 19]",1190
26/06/2010,"[25, 22, 11, 16, 33, 3]",1191
30/06/2010,"[49, 17, 20, 59, 57, 52]",1192
03/07/2010,"[12, 54, 2, 32, 14, 9]",1193
07/07/2010,"[24, 53, 41, 6, 13, 50]",1194
10/07/2010,"[27, 17, 57, 26, 55, 20]",1195
14/07/2010,"[60, 3, 20, 19, 58, 6]",1196
17/07/2010,"[39, 54, 36, 37, 60, 49]",1197
21/07/2010,"[29, 22, 36, 58, 41, 48]",1198
24/07/2010,"[58, 28, 23, 39, 16, 19]",1199
28/07/2010,"[10, 3, 39, 54, 56, 11]",1200
31/07/2010,"[36, 32, 55, 49, 60, 28]",1201
04/08/2010,"[9, 60, 11, 53, 48, 8]",1202
07/08/2010,"[55, 30, 33, 9, 7, 38]",1203
11/08/2010,"[10, 25, 5, 39, 52, 43]",1204
14/08/2010,"[14, 4, 26, 35, 29, 13]",1205
18/08/2010,"[2, 11, 37, 36, 48, 6]",1206
21/08/2010,"[32, 35, 22, 9, 56, 11]",1207
25/08/2010,"[45, 12, 1, 26, 54, 20]",1208
28/08/2010,"[30, 17, 38, 14, 5, 35]",1209
01/09/2010,"[3, 7, 9, 10, 31, 34]",1210
04/09/2010,"[36, 54, 3, 31, 15, 48]",1211
08/09/2010,"[35, 50, 2, 23, 33, 40]",1212
11/09/2010,"[3, 53, 45, 11, 34, 26]",1213
15/09/2010,"[5, 41, 29, 36, 30, 48]",1214
18/09/2010,"[47, 51, 10, 50, 30, 25]",1215
22/09/2010,"[7, 25, 4, 58, 13, 27]",1216
25/09/2010,"[5, 43, 28, 15, 11, 50]",1217
29/09/2010,"[33, 23, 29, 46, 10, 31]",1218
02/10/2010,"[34, 37, 41, 53, 2, 33]",1219
06/10/2010,"[48, 55, 52, 43, 5, 15]",1220
09/10/2010,"[46, 5, 58, 37, 14, 43]",1221
13/10/2010,"[26, 19, 48, 57, 5, 8]",1222
16/10/2010,"[17, 15, 48, 42, 35, 47]",1223
20/10/2010,"[41, 19, 57, 53, 21, 27]",1224
23/10/2010,"[32, 55, 34, 31, 50, 40]",1225
27/10/2010,"[31, 55, 56, 50, 40, 10]",1226
30/10/2010,"[35, 31, 4, 30, 54, 28]",1227
03/11/2010,"[36, 10, 60, 52, 50, 23]",1228
06/11/2010,"[12, 49, 60, 32, 30, 40]",1229
10/11/2010,"[37, 35, 12, 22, 19, 9]",1230
13/11/2010,"[20, 27, 49, 5, 23, 39]",1231
17/11/2010,"[12, 18, 15, 8, 11, 22]",1232
20/11/2010,"[49, 22, 59, 29, 32, 54]",1233
24/11/2010,"[3, 5, 24, 19, 30, 35]",1234
27/11/2010,"[16, 49, 55, 20, 10, 26]",1235
01/12/2010,"[17, 20, 38, 8, 53, 3]",1236
04/12/2010,"[26, 21, 39, 5, 18, 59]",1237
08/12/2010,"[40, 45, 24, 14, 13, 39]",1238
11/12/2010,"[15, 1, 48, 37, 39, 52]",1239
15/12/2010,"[22, 42, 49, 8, 12, 9]",1240
18/12/2010,"[13, 26, 25, 10, 28, 45]",1241
20/12/2010,"[54, 45, 51, 11, 34, 48]",1242
22/12/2010,"[32, 19, 23, 57, 9, 29]",1243
24/12/2010,"[45, 8, 34, 15, 2, 25]",1244
31/12/2010,"[34, 10, 37, 50, 43, 2]",1245
05/01/2011,"[59, 10, 37, 57, 40, 43]",1246
08/01/2011,"[9, 11, 24, 3, 51, 36]",1247
12/01/2011,"[20, 33, 58, 34, 57, 60]",1248
15/01/2011,"[3, 40, 8, 53, 51, 36]",1249
19/01/2011,"[59, 1, 2, 40, 51, 24]",1250
22/01/2011,"[48, 27, 34, 52, 46, 5]",1251
26/01/2011,"[35, 2, 51, 14, 49, 39]",1252
29/01/2011,"[2, 51, 17, 44, 43, 23]",1253
02/02/2011,"[9, 29, 18, 7, 14, 39]",1254
05/02/2011,"[23, 5, 54, 39, 38, 51]",1255
09/02/2011,"[26, 38, 33, 35, 53, 43]",1256
12/02/2011,"[27, 15, 30, 52, 26, 2]",1257
16/02/2011,"[47, 26, 11, 57, 59, 55]",1258
19/02/2011,"[39, 54, 58, 46, 4, 6]",1259
23/02/2011,"[19, 23, 31, 53, 29, 41]",1260
26/02/2011,"[10, 41, 14, 22, 53, 42]",1261
02/03/2011,"[11, 39, 9, 5, 8, 7]",1262
05/03/2011,"[41, 53, 18, 4, 36, 26]",1263
09/03/2011,"[56, 17, 37, 51, 4, 36]",1264
12/03/2011,"[13, 50, 46, 24, 60, 19]",1265
16/03/2011,"[39, 6, 42, 10, 60, 33]",1266
19/03/2011,"[47, 58, 4, 41, 20, 30]",1267
23/03/2011,"[17, 53, 60, 44, 16, 3]",1268
26/03/2011,"[51, 5, 27, 4, 15, 17]",1269
30/03/2011,"[31, 33, 24, 5, 42, 9]",1270
02/04/2011,"[2, 52, 39, 59, 48, 1]",1271
06/04/2011,"[28, 27, 13, 35, 26, 52]",1272
09/04/2011,"[60, 26, 19, 58, 13, 40]",1273
13/04/2011,"[13, 59, 21, 17, 40, 39]",1274
16/04/2011,"[58, 55, 14, 2, 60, 48]",1275
20/04/2011,"[9, 40, 5, 22, 36, 11]",1276
23/04/2011,"[50, 59, 18, 31, 60, 12]",1277
27/04/2011,"[4, 16, 24, 56, 25, 30]",1278
30/04/2011,"[8, 29, 36, 35, 14, 40]",1279
04/05/2011,"[29, 6, 54, 10, 20, 16]",1280
07/05/2011,"[36, 14, 30, 38, 11, 8]",1281
11/05/2011,"[4, 39, 56, 23, 52, 55]",1282
14/05/2011,"[59, 8, 60, 44, 40, 30]",1283
18/05/2011,"[26, 21, 20, 36, 31, 29]",1284
21/05/2011,"[33, 10, 15, 38, 31, 28]",1285
25/05/2011,"[5, 52, 2, 33, 51, 28]",1286
28/05/2011,"[33, 42, 12, 31, 11, 52]",1287
01/06/2011,"[42, 32, 56, 40, 30, 17]",1288
04/06/2011,"[13, 8, 27, 1, 3, 52]",1289
08/06/2011,"[14, 50, 3, 23, 2, 34]",1290
11/06/2011,"[18, 57, 58, 40, 47, 54]",1291
15/06/2011,"[30, 31, 23, 9, 54, 11]",1292
18/06/2011,"[24, 50, 1, 44, 13, 40]",1293
22/06/2011,"[6, 50, 4, 48, 29, 51]",1294
25/06/2011,"[20, 2, 43, 15, 5, 57]",1295
29/06/2011,"[49, 43, 14, 10, 53, 46]",1296
02/07/2011,"[2, 56, 11, 5, 59, 13]",1297
06/07/2011,"[60, 14, 53, 30, 15, 55]",1298
09/07/2011,"[56, 32, 8, 22, 43, 53]",1299
13/07/2011,"[46, 43, 59, 54, 44, 53]",1300
16/07/2011,"[16, 25, 3, 51, 23, 56]",1301
20/07/2011,"[44, 15, 56, 2, 10, 57]",1302
23/07/2011,"[19, 51, 54, 8, 52, 46]",1303
27/07/2011,"[35, 23, 15, 7, 20, 14]",1304
30/07/2011,"[44, 11, 5, 46, 36, 3]",1305
03/08/2011,"[45, 6, 19, 34, 43, 22]",1306
06/08/2011,"[10, 47, 54, 7, 43, 32]",1307
09/08/2011,"[24, 33, 7, 30, 47, 8]",1308
11/08/2011,"[7, 12, 25, 26, 32, 39]",1309
13/08/2011,"[14, 8, 53, 9, 59, 32]",1310
17/08/2011,"[54, 7, 19, 12, 45, 9]",1311
20/08/2011,"[28, 30, 29, 22, 20, 5]",1312
24/08/2011,"[39, 26, 49, 1, 4, 43]",1313
27/08/2011,"[42, 44, 52, 58, 60, 38]",1314
31/08/2011,"[27, 29, 1, 50, 52, 38]",1315
03/09/2011,"[48, 34, 25, 42, 13, 8]",1316
08/09/2011,"[35, 29, 37, 13, 6, 30]",1317
10/09/2011,"[34, 46, 14, 28, 11, 16]",1318
14/09/2011,"[16, 4, 18, 27, 5, 51]",1319
17/09/2011,"[38, 17, 55, 41, 24, 25]",1320
21/09/2011,"[51, 59, 47, 10, 60, 53]",1321
24/09/2011,"[55, 43, 21, 10, 47, 53]",1322
28/09/2011,"[25, 37, 15, 6, 48, 55]",1323
01/10/2011,"[29, 44, 51, 31, 18, 57]",1324
05/10/2011,"[35, 2, 20, 43, 5, 16]",1325
08/10/2011,"[30, 19, 10, 18, 50, 11]",1326
13/10/2011,"[41, 35, 36, 16, 52, 54]",1327
15/10/2011,"[43, 27, 59, 53, 23, 10]",1328
19/10/2011,"[43, 50, 8, 7, 39, 11]",1329
22/10/2011,"[48, 8, 21, 18, 49, 30]",1330
26/10/2011,"[24, 46, 39, 57, 26, 9]",1331
29/10/2011,"[5, 13, 3, 24, 35, 59]",1332
03/11/2011,"[25, 51, 26, 42, 28, 33]",1333
05/11/2011,"[8, 25, 27, 6, 10, 1]",1334
09/11/2011,"[49, 3, 51, 20, 22, 14]",1335
12/11/2011,"[51, 54, 32, 1, 38, 47]",1336
16/11/2011,"[38, 2, 45, 35, 20, 51]",1337
19/11/2011,"[19, 33, 18, 43, 60, 1]",1338
23/11/2011,"[59, 10, 16, 14, 7, 54]",1339
26/11/2011,"[36, 21, 13, 59, 60, 30]",1340
30/11/2011,"[11, 40, 37, 20, 1, 52]",1341
03/12/2011,"[5, 60, 46, 42, 50, 7]",1342
07/12/2011,"[51, 31, 42, 20, 56, 19]",1343
10/12/2011,"[19, 42, 8, 36, 21, 59]",1344
14/12/2011,"[50, 40, 26, 7, 19, 17]",1345
17/12/2011,"[59, 47, 32, 48, 40, 12]",1346
20/12/2011,"[19, 45, 54, 56, 46, 9]",1347
22/12/2011,"[38, 45, 39, 7, 12, 56]",1348
24/12/2011,"[9, 19, 20, 50, 60, 51]",1349
31/12/2011,"[4, 36, 29, 55, 45, 3]",1350
04/01/2012,"[13, 50, 41, 36, 56, 33]",1351
07/01/2012,"[35, 59, 36, 9, 18, 24]",1352
11/01/2012,"[47, 11, 3, 27, 32, 13]",1353
14/01/2012,"[2, 42, 8, 49, 48, 38]",1354
18/01/2012,"[39, 49, 11, 24, 17, 46]",1355
21/01/2012,"[21, 46, 6, 22, 13, 31]",1356
25/01/2012,"[55, 52, 26, 19, 1, 24]",1357
28/01/2012,"[16, 15, 37, 3, 35, 47]",1358
01/02/2012,"[12, 17, 28, 53, 6, 10]",1359
04/02/2012,"[50, 25, 17, 16, 54, 2]",1360
08/02/2012,"[37, 27, 44, 30, 38, 23]",1361
11/02/2012,"[58, 19, 12, 22, 2, 36]",1362
15/02/2012,"[52, 25, 42, 45, 35, 57]",1363
18/02/2012,"[20, 13, 40, 10, 53, 44]",1364
22/02/2012,"[50, 35, 32, 26, 2, 24]",1365
25/02/2012,"[59, 44, 54, 37, 27, 12]",1366
01/03/2012,"[38, 29, 43, 13, 7, 2]",1367
03/03/2012,"[10, 26, 29, 38, 32, 21]",1368
07/03/2012,"[32, 24, 16, 38, 5, 46]",1369
10/03/2012,"[2, 27, 59, 49, 4, 5]",1370
14/03/2012,"[47, 11, 8, 49, 3, 4]",1371
17/03/2012,"[46, 60, 58, 36, 40, 3]",1372
21/03/2012,"[52, 39, 7, 27, 55, 57]",1373
24/03/2012,"[21, 33, 28, 31, 43, 6]",1374
28/03/2012,"[25, 28, 53, 45, 14, 58]",1375
31/03/2012,"[53, 49, 21, 11, 54, 9]",1376
04/04/2012,"[25, 5, 13, 12, 35, 2]",1377
07/04/2012,"[18, 17, 59, 2, 54, 5]",1378
11/04/2012,"[45, 5, 36, 12, 50, 58]",1379
14/04/2012,"[52, 14, 3, 60, 57, 55]",1380
18/04/2012,"[44, 30, 27, 11, 40, 57]",1381
20/04/2012,"[17, 27, 55, 13, 5, 16]",1382
25/04/2012,"[9, 55, 23, 44, 7, 46]",1383
28/04/2012,"[56, 18, 31, 2, 30, 45]",1384
02/05/2012,"[42, 37, 35, 27, 59, 36]",1385
05/05/2012,"[39, 56, 28, 12, 51, 38]",1386
09/05/2012,"[43, 27, 18, 52, 50, 32]",1387
12/05/2012,"[54, 31, 50, 43, 29, 22]",1388
16/05/2012,"[1, 44, 39, 16, 57, 28]",1389
19/05/2012,"[29, 27, 19, 4, 28, 31]",1390
23/05/2012,"[19, 7, 12, 34, 53, 40]",1391
26/05/2012,"[43, 8, 2, 28, 33, 12]",1392
30/05/2012,"[44, 28, 18, 24, 4, 39]",1393
02/06/2012,"[11, 35, 16, 46, 24, 50]",1394
06/06/2012,"[5, 44, 11, 19, 17, 48]",1395
09/06/2012,"[52, 48, 54, 58, 55, 29]",1396
13/06/2012,"[15, 56, 3, 27, 4, 7]",1397
16/06/2012,"[42, 51, 14, 40, 32, 33]",1398
20/06/2012,"[39, 43, 60, 57, 34, 56]",1399
23/06/2012,"[34, 26, 9, 43, 54, 53]",1400
27/06/2012,"[12, 11, 54, 33, 48, 25]",1401
30/06/2012,"[38, 10, 27, 2, 21, 9]",1402
04/07/2012,"[16, 39, 13, 26, 42, 20]",1403
07/07/2012,"[7, 32, 31, 51, 27, 8]",1404
11/07/2012,"[14, 17, 32, 37, 39, 3]",1405
14/07/2012,"[7, 10, 38, 17, 24, 57]",1406
18/07/2012,"[53, 42, 31, 43, 29, 18]",1407
21/07/2012,"[43, 39, 20, 19, 24, 4]",1408
25/07/2012,"[50, 6, 47, 58, 26, 19]",1409
28/07/2012,"[54, 29, 18, 42, 40, 50]",1410
01/08/2012,"[32, 44, 12, 8, 48, 46]",1411
04/08/2012,"[6, 8, 37, 24, 45, 41]",1412
07/08/2012,"[54, 33, 13, 55, 45, 15]",1413
09/08/2012,"[44, 49, 57, 37, 21, 46]",1414
11/08/2012,"[51, 49, 46, 40, 36, 26]",1415
15/08/2012,"[49, 3, 19, 35, 22, 24]",1416
18/08/2012,"[12, 56, 5, 52, 45, 59]",1417
22/08/2012,"[7, 8, 10, 27, 12, 56]",1418
25/08/2012,"[52, 21, 48, 58, 30, 17]",1419
29/08/2012,"[45, 16, 18, 11, 36, 2]",1420
01/09/2012,"[31, 39, 59, 19, 53, 44]",1421
05/09/2012,"[17, 44, 2, 5, 13, 39]",1422
08/09/2012,"[43, 8, 21, 27, 3, 25]",1423
12/09/2012,"[60, 38, 29, 3, 7, 15]",1424
15/09/2012,"[7, 29, 50, 16, 38, 36]",1425
19/09/2012,"[24, 44, 6, 15, 18, 30]",1426
22/09/2012,"[47, 44, 53, 56, 8, 39]",1427
26/09/2012,"[15, 55, 37, 34, 19, 7]",1428
29/09/2012,"[9, 22, 60, 48, 12, 39]",1429
